Season,Round,HomeTeam,AwayTeam,Date,Hour,HomeTeamPlayers,AwayTeamPlayers,GoalsHome,GoalsAway,CornersHome,CornersAway,ShotsTargetHome,ShotsTargetAway,ShotsWideHome,ShotsWideAway,FoulsHome,FoulsAway,OffsidesHome,OffsidesAway,HomeTeamPossession,AwayTeamPossession
2014/2015,34,Borussia Mönchengladbach,Augsburg,23/05/2015,15:30,Y. Sommer/O. Wendt/H. Nordtveit/R. Brouwers/J. Korb/G. Xhaka/C. Kramer/T. Hazard/Raffael/M. Kruse/P. Herrmann,M. Hitz/R. Klavan/Hong Jeong-Ho/A. Baba/M. Feulner/Halil Altıntop/T. Werner/D. Baier/A. Esswein/P. Højbjerg/D. Kohr,1,3,1,6,1,3,4,6,13,15,1,1,39,61
2014/2015,34,Hoffenheim,Hertha BSC,23/05/2015,15:30,O. Baumann/A. Beck/D. Abraham/J. Toljan/E. Polanski/P. Schwegler/S. Rudy/T. Strobl/A. Modeste/K. Volland/Roberto Firmino,T. Kraft/J. Heitinga/F. Lustenberger/S. Langkamp/P. Pekarík/M. Plattenhardt/N. Schulz/S. Kalou/P. Skjelbred/V. Stocker/G. Haraguchi,2,1,1,2,2,1,4,3,14,17,2,3,60,40
2014/2015,34,Hannover 96,Freiburg,23/05/2015,15:30,R. Zieler/C. Schulz/Marcelo/M. Albornoz/S. Sané/L. Andreasen/L. Stindl/H. Kiyotake/M. Schmiedebach/E. Prib/J. Briand,R. Bürki/P. Krmaš/M. Mujdža/S. Mitrović/C. Günter/A. Mehmedi/N. Höfler/J. Schmid/V. Darida/F. Klaus/K. Guédé,2,1,3,5,3,3,4,2,17,15,0,3,42,58
2014/2015,34,Eintracht Frankfurt,Bayer Leverkusen,23/05/2015,15:30,K. Trapp/M. Russ/A. Madlung/M. Hasebe/C. Zambrano/B. Oczipka/T. Chandler/M. Stendera/S. Aigner/H. Seferović/L. Waldschmidt,B. Leno/S. Boenisch/L. Bender/Wendell/T. Jedvaj/S. Reinartz/H. Çalhanoğlu/J. Brandt/S. Kießling/K. Bellarabi/Son Heung-Min,2,1,3,8,3,10,3,5,18,11,5,4,44,56
2014/2015,34,Hamburger SV,Schalke 04,23/05/2015,15:30,R. Adler/J. Djourou/H. Westermann/S. Rajković/M. Ostrzolek/I. Iličević/M. Díaz/G. Kačar/L. Holtby/I. Olić/P. Lasogga,R. Fährmann/J. Matip/M. Nastasić/S. Kolašinac/M. Friedrich/R. Neustädter/M. Höger/M. Meyer/K. Huntelaar/J. Farfán/L. Sané,2,0,3,6,2,4,4,4,15,18,5,1,54,46
2014/2015,34,Köln,Wolfsburg,23/05/2015,15:30,T. Horn/M. Brečko/D. Maroh/K. Wimmer/M. Lehmann/D. Švento/M. Risse/Y. Gerhardt/K. Nagasawa/Y. Ōsako/A. Ujah,M. Grün/T. Klose/R. Knoche/Luiz Gustavo/I. Perišić/M. Schäfer/Vieirinha/D. Caligiuri/K. De Bruyne/M. Arnold/B. Dost,2,2,4,8,2,3,6,7,13,10,1,1,39,61
2014/2015,34,Paderborn,Stuttgart,23/05/2015,15:30,L. Kruse/U. Hünemeier/C. Strohdiek/M. Vucinovic/M. Heinloth/F. Hartherz/M. Vrančić/M. Bakalorz/M. Stoppelkamp/S. Lakić/E. Kachunga,S. Ulreich/F. Klein/D. Schwaab/A. Rüdiger/T. Baumgartl/C. Gentner/G. Serey Dié/D. Didavi/F. Kostić/M. Harnik/D. Ginczek,1,2,2,8,6,2,7,9,12,18,2,1,47,53
2015/2016,1,Bayern Munich,Hamburger SV,14/08/2015,20:30,M. Neuer/P. Lahm/J. Boateng/M. Benatia/D. Alaba/A. Robben/Xabi Alonso/A. Vidal/Douglas Costa/T. Müller/R. Lewandowski,R. Adler/J. Djourou/E. Spahić/D. Diekmeier/M. Ostrzolek/I. Iličević/A. Ekdal/L. Holtby/G. Jung/S. Schipplock/M. Gregoritsch,5,0,7,0,4,1,10,3,10,12,3,0,72,28
2015/2016,1,Bayer Leverkusen,Hoffenheim,15/08/2015,15:30,B. Leno/R. Hilbert/L. Bender/K. Papadopoulos/Wendell/J. Tah/C. Kramer/H. Çalhanoğlu/S. Kießling/K. Bellarabi/Son Heung-Min,O. Baumann/Kim Jin-Su/F. Schär/P. Kadeřábek/N. Süle/E. Polanski/P. Schwegler/S. Zuber/J. Schmid/K. Kuranyi/K. Volland,2,1,13,5,6,1,10,1,12,18,2,1,62,38
2015/2016,1,Augsburg,Hertha BSC,15/08/2015,15:30,M. Hitz/P. Verhaegh/R. Klavan/Hong Jeong-Ho/M. Feulner/Halil Altıntop/T. Werner/D. Baier/A. Esswein/D. Kohr/R. Bobadilla,T. Kraft/F. Lustenberger/S. Langkamp/P. Pekarík/M. Plattenhardt/S. Kalou/P. Skjelbred/V. Stocker/J. Hegeler/V. Darida/R. Beerens,0,1,7,4,6,3,8,4,19,21,1,1,51,49
2015/2016,1,Werder Bremen,Schalke 04,15/08/2015,15:30,F. Wiedwald/A. Lukimya/T. Gebre Selassie/J. Vestergaard/U. Garcia/C. Fritz/Z. Junuzović/F. Bartels/P. Bargfrede/L. Öztunali/A. Ujah,R. Fährmann/D. Aogo/S. Riether/J. Matip/M. Nastasić/J. Geis/J. Draxler/L. Goretzka/K. Huntelaar/E. Choupo-Moting/F. Di Santo,0,3,5,6,2,3,8,7,8,15,3,4,59,41
2015/2016,1,Mainz 05,Ingolstadt,15/08/2015,15:30,L. Karius/P. Bengtsson/N. Bungert/D. Brosinski/S. Bell/J. Baumgartlinger/F. Frei/C. Clemens/Y. Mallı/Jairo Samperio/F. Niederlechner,R. Özcan/T. Levels/M. Matip/B. Hübner/K. Engel/Roger Bernardo/A. Morales/P. Groß/M. Leckie/M. Hartmann/L. Hinterseer,0,1,6,2,3,4,4,5,18,13,3,5,54,46
2015/2016,1,Darmstadt 98,Hannover 96,15/08/2015,15:30,C. Mathenia/K. Rausch/F. Holland/F. Jungwirth/A. Sulu/L. Caldirola/P. Niemeyer/M. Heller/M. Sailer/J. Gondorf/D. Stroh-Engel,R. Zieler/C. Schulz/Marcelo/M. Albornoz/O. Sorg/S. Sané/M. Schmiedebach/E. Prib/F. Klaus/M. Erdinç/K. Karaman,2,2,5,9,6,4,3,3,18,22,0,1,41,59
2015/2016,1,Borussia Dortmund,Borussia Mönchengladbach,15/08/2015,18:30,R. Bürki/M. Hummels/Ł. Piszczek/S. Papastathopoulos/M. Schmelzer/S. Kagawa/H. Mkhitaryan/İ. Gündoğan/J. Weigl/P. Aubameyang/M. Reus,Y. Sommer/O. Wendt/T. Jantschke/A. Christensen/M. Schulz/F. Johnson/L. Stindl/G. Xhaka/Raffael/I. Traoré/J. Drmic,4,0,3,5,3,1,7,2,14,13,5,0,60,40
2015/2016,1,Wolfsburg,Eintracht Frankfurt,16/08/2015,15:30,K. Casteels/Naldo/T. Klose/R. Rodríguez/I. Perišić/Vieirinha/J. Guilavogui/K. De Bruyne/M. Arnold/M. Kruse/B. Dost,L. Hrádecký/M. Russ/M. Hasebe/D. Abraham/C. Zambrano/B. Oczipka/T. Inui/S. Reinartz/S. Aigner/H. Seferović/L. Castaignos,2,1,7,3,1,6,2,2,14,19,3,7,62,38
2015/2016,1,Stuttgart,Köln,16/08/2015,17:30,P. Tytoń/F. Klein/E. Insúa/A. Hloušek/T. Baumgartl/C. Gentner/D. Didavi/L. Rupp/F. Kostić/M. Harnik/D. Ginczek,T. Horn/P. Olkowski/F. Sørensen/D. Heintz/M. Lehmann/M. Risse/J. Hector/M. Jojić/L. Bittencourt/Y. Gerhardt/A. Modeste,1,3,13,3,9,3,10,5,11,7,5,5,59,41
2015/2016,2,Hertha BSC,Werder Bremen,21/08/2015,20:30,T. Kraft/F. Lustenberger/S. Langkamp/P. Pekarík/M. Plattenhardt/S. Kalou/P. Skjelbred/V. Stocker/J. Hegeler/G. Haraguchi/V. Darida,F. Wiedwald/A. Lukimya/T. Gebre Selassie/J. Vestergaard/U. Garcia/C. Fritz/Z. Junuzović/P. Bargfrede/M. Eggestein/A. Jóhannsson/A. Ujah,1,1,6,2,0,3,3,3,7,15,1,4,45,55
2015/2016,2,Schalke 04,Darmstadt 98,22/08/2015,15:30,R. Fährmann/D. Aogo/Júnior Caiçara/J. Matip/R. Neustädter/M. Höger/J. Geis/J. Draxler/K. Huntelaar/E. Choupo-Moting/F. Di Santo,C. Mathenia/G. Garics/K. Rausch/F. Holland/A. Sulu/L. Caldirola/M. Vrančić/P. Niemeyer/M. Heller/J. Gondorf/D. Stroh-Engel,1,1,6,6,5,4,8,1,13,14,3,1,66,34
2015/2016,2,Eintracht Frankfurt,Augsburg,22/08/2015,15:30,L. Hrádecký/M. Russ/M. Hasebe/D. Abraham/C. Zambrano/B. Oczipka/S. Reinartz/J. Gerezgiher/S. Aigner/H. Seferović/L. Castaignos,M. Hitz/P. Verhaegh/R. Klavan/Hong Jeong-Ho/K. Stafylidis/Halil Altıntop/T. Werner/D. Baier/Caiuby/A. Esswein/D. Kohr,1,1,7,4,2,3,6,11,16,21,5,4,54,46
2015/2016,2,Köln,Wolfsburg,22/08/2015,15:30,T. Horn/K. Vogt/P. Olkowski/F. Sørensen/D. Heintz/M. Lehmann/M. Risse/J. Hector/L. Bittencourt/A. Modeste/S. Zoller,K. Casteels/Naldo/T. Klose/R. Rodríguez/A. Hunt/Luiz Gustavo/I. Perišić/Vieirinha/K. De Bruyne/M. Kruse/B. Dost,1,1,2,4,4,4,2,6,15,12,2,0,34,66
2015/2016,2,Hannover 96,Bayer Leverkusen,22/08/2015,15:30,R. Zieler/C. Schulz/Marcelo/H. Sakai/O. Sorg/S. Sané/M. Schmiedebach/E. Prib/M. Erdinç/C. Benschop/K. Karaman,B. Leno/R. Hilbert/L. Bender/Wendell/André Ramalho/J. Tah/A. Mehmedi/C. Kramer/H. Çalhanoğlu/J. Brandt/S. Kießling,0,1,3,8,3,5,1,3,15,20,2,1,44,56
2015/2016,2,Hoffenheim,Bayern Munich,22/08/2015,15:30,O. Baumann/Kim Jin-Su/F. Schär/P. Kadeřábek/N. Süle/E. Polanski/P. Schwegler/S. Zuber/J. Schmid/K. Kuranyi/K. Volland,M. Neuer/P. Lahm/J. Boateng/M. Benatia/D. Alaba/A. Robben/Xabi Alonso/A. Vidal/Douglas Costa/M. Götze/T. Müller,1,2,5,6,0,7,4,5,16,15,1,5,33,67
2015/2016,2,Hamburger SV,Stuttgart,22/08/2015,18:30,R. Adler/J. Djourou/E. Spahić/D. Diekmeier/M. Ostrzolek/I. Iličević/A. Ekdal/L. Holtby/G. Jung/S. Schipplock/M. Gregoritsch,P. Tytoń/F. Klein/E. Insúa/A. Hloušek/T. Baumgartl/C. Gentner/D. Didavi/L. Rupp/F. Kostić/M. Harnik/D. Ginczek,3,2,0,5,2,3,7,5,17,21,2,2,60,40
2015/2016,2,Ingolstadt,Borussia Dortmund,23/08/2015,15:30,Ø. Nyland/T. Levels/R. Brégerie/B. Hübner/K. Engel/Roger Bernardo/A. Morales/P. Groß/M. Leckie/M. Hartmann/L. Hinterseer,R. Bürki/M. Hummels/N. Subotić/M. Schmelzer/M. Ginter/S. Kagawa/H. Mkhitaryan/İ. Gündoğan/J. Weigl/P. Aubameyang/M. Reus,0,4,1,4,6,4,0,8,16,16,4,3,39,61
2015/2016,2,Borussia Mönchengladbach,Mainz 05,23/08/2015,17:30,Y. Sommer/O. Wendt/T. Jantschke/J. Korb/M. Schulz/L. Stindl/G. Xhaka/T. Hazard/Raffael/I. Traoré/P. Herrmann,L. Karius/N. Bungert/D. Brosinski/S. Bell/J. Baumgartlinger/Park Joo-Ho/F. Frei/C. Clemens/Y. Mallı/Jairo Samperio/Y. Muto,1,2,3,0,11,7,2,1,11,11,2,5,61,39
2015/2016,3,Wolfsburg,Schalke 04,28/08/2015,20:30,K. Casteels/Naldo/T. Klose/R. Rodríguez/Luiz Gustavo/Vieirinha/C. Träsch/D. Caligiuri/J. Guilavogui/M. Kruse/B. Dost,R. Fährmann/D. Aogo/S. Riether/J. Matip/S. Kolašinac/R. Neustädter/J. Geis/J. Draxler/K. Huntelaar/E. Choupo-Moting/L. Sané,3,0,2,3,4,1,2,8,12,15,1,0,57,43
2015/2016,3,Stuttgart,Eintracht Frankfurt,29/08/2015,15:30,P. Tytoń/E. Insúa/D. Schwaab/A. Hloušek/T. Baumgartl/C. Gentner/G. Serey Dié/D. Didavi/F. Kostić/M. Harnik/D. Ginczek,L. Hrádecký/M. Russ/M. Hasebe/C. Zambrano/B. Oczipka/S. Reinartz/T. Chandler/M. Stendera/S. Aigner/H. Seferović/L. Castaignos,1,4,6,1,3,1,7,2,18,18,2,7,60,40
2015/2016,3,Augsburg,Ingolstadt,29/08/2015,15:30,M. Hitz/P. Verhaegh/R. Klavan/Hong Jeong-Ho/P. Max/Halil Altıntop/T. Werner/D. Baier/Caiuby/D. Kohr/R. Bobadilla,R. Özcan/T. Levels/M. Matip/M. Suttner/B. Hübner/Roger Bernardo/A. Morales/P. Groß/M. Leckie/M. Hartmann/L. Hinterseer,0,1,3,4,5,3,6,7,22,18,2,1,55,45
2015/2016,3,Köln,Hamburger SV,29/08/2015,15:30,T. Horn/K. Vogt/P. Olkowski/F. Sørensen/D. Heintz/M. Lehmann/M. Risse/J. Hector/L. Bittencourt/A. Modeste/S. Zoller,R. Adler/E. Spahić/D. Diekmeier/M. Ostrzolek/Cleber Reis/I. Iličević/A. Ekdal/L. Holtby/G. Jung/S. Schipplock/M. Gregoritsch,2,1,3,8,1,6,1,7,16,9,4,0,48,52
2015/2016,3,Mainz 05,Hannover 96,29/08/2015,15:30,L. Karius/P. Bengtsson/N. Bungert/L. Balogun/S. Bell/J. Baumgartlinger/F. Frei/C. Clemens/Y. Mallı/Jairo Samperio/Y. Muto,R. Zieler/C. Schulz/Marcelo/H. Sakai/O. Sorg/S. Sané/M. Schmiedebach/E. Prib/F. Klaus/U. Bech/C. Benschop,3,0,8,5,4,4,12,5,10,12,4,4,52,48
2015/2016,3,Darmstadt 98,Hoffenheim,29/08/2015,15:30,C. Mathenia/G. Garics/K. Rausch/F. Holland/A. Sulu/L. Caldirola/P. Niemeyer/M. Heller/M. Sailer/J. Gondorf/D. Stroh-Engel,O. Baumann/Kim Jin-Su/F. Schär/P. Kadeřábek/N. Süle/E. Polanski/P. Schwegler/S. Zuber/K. Kuranyi/K. Volland/M. Uth,0,0,4,6,2,5,3,6,12,16,2,3,34,66
2015/2016,3,Bayern Munich,Bayer Leverkusen,29/08/2015,18:30,M. Neuer/P. Lahm/D. Alaba/Juan Bernat/A. Robben/Xabi Alonso/A. Vidal/Douglas Costa/Thiago Alcântara/T. Müller/R. Lewandowski,B. Leno/R. Hilbert/L. Bender/K. Papadopoulos/Wendell/J. Tah/A. Mehmedi/C. Kramer/H. Çalhanoğlu/S. Kießling/K. Bellarabi,3,0,7,5,3,2,6,3,12,11,1,3,63,37
2015/2016,3,Borussia Dortmund,Hertha BSC,30/08/2015,15:30,R. Bürki/M. Hummels/S. Papastathopoulos/M. Schmelzer/M. Ginter/S. Kagawa/H. Mkhitaryan/İ. Gündoğan/J. Weigl/P. Aubameyang/M. Reus,T. Kraft/F. Lustenberger/S. Langkamp/P. Pekarík/J. van den Bergh/M. Plattenhardt/J. Brooks/P. Skjelbred/V. Stocker/G. Haraguchi/V. Darida,3,1,5,1,3,2,7,0,15,11,4,1,54,46
2015/2016,3,Werder Bremen,Borussia Mönchengladbach,30/08/2015,17:30,F. Wiedwald/A. Lukimya/T. Gebre Selassie/S. García/J. Vestergaard/U. Garcia/C. Fritz/Z. Junuzović/P. Bargfrede/A. Jóhannsson/A. Ujah,Y. Sommer/O. Wendt/H. Nordtveit/R. Brouwers/T. Jantschke/M. Schulz/L. Stindl/G. Xhaka/T. Hazard/Raffael/P. Herrmann,2,1,5,6,4,4,6,4,16,15,2,2,48,52
2015/2016,4,Borussia Mönchengladbach,Hamburger SV,11/09/2015,20:30,Y. Sommer/O. Wendt/M. Stranzl/H. Nordtveit/R. Brouwers/T. Jantschke/J. Korb/L. Stindl/A. Hahn/T. Hazard/Raffael,J. Drobný/J. Djourou/D. Diekmeier/M. Ostrzolek/I. Iličević/A. Hunt/A. Ekdal/G. Kačar/N. Müller/L. Holtby/P. Lasogga,0,3,5,2,5,3,1,4,17,19,0,3,54,46
2015/2016,4,Bayern Munich,Augsburg,12/09/2015,15:30,M. Neuer/P. Lahm/Rafinha/J. Boateng/D. Alaba/Xabi Alonso/A. Vidal/Douglas Costa/Thiago Alcântara/T. Müller/R. Lewandowski,M. Hitz/J. Callsen-Bracker/P. Verhaegh/R. Klavan/M. Feulner/T. Werner/D. Baier/A. Esswein/Koo Ja-Cheol/D. Kohr/R. Bobadilla,2,1,9,0,8,0,10,3,12,9,1,3,76,24
2015/2016,4,Bayer Leverkusen,Darmstadt 98,12/09/2015,15:30,B. Leno/R. Hilbert/L. Bender/K. Papadopoulos/Wendell/J. Tah/C. Kramer/H. Çalhanoğlu/J. Brandt/S. Kießling/K. Bellarabi,C. Mathenia/G. Garics/K. Rausch/F. Holland/A. Sulu/L. Caldirola/J. Rosenthal/P. Niemeyer/M. Heller/J. Gondorf/D. Stroh-Engel,0,1,10,4,6,3,4,1,13,18,4,1,62,38
2015/2016,4,Hannover 96,Borussia Dortmund,12/09/2015,15:30,R. Zieler/Marcelo/Felipe/M. Albornoz/H. Sakai/O. Sorg/S. Sané/L. Andreasen/H. Kiyotake/E. Prib/A. Sobiech,R. Bürki/M. Hummels/S. Papastathopoulos/M. Schmelzer/M. Ginter/S. Kagawa/H. Mkhitaryan/İ. Gündoğan/J. Hofmann/J. Weigl/P. Aubameyang,2,4,2,4,1,3,0,6,13,17,2,2,28,72
2015/2016,4,Hertha BSC,Stuttgart,12/09/2015,15:30,T. Kraft/F. Lustenberger/S. Langkamp/M. Plattenhardt/M. Weiser/S. Kalou/P. Skjelbred/V. Stocker/G. Haraguchi/V. Darida/R. Beerens,O. Vlachodimos/F. Klein/E. Insúa/A. Hloušek/T. Šunjić/C. Gentner/G. Serey Dié/D. Didavi/F. Kostić/M. Harnik/D. Ginczek,2,1,5,7,3,2,2,6,18,21,2,2,52,48
2015/2016,4,Ingolstadt,Wolfsburg,12/09/2015,15:30,R. Özcan/T. Levels/M. Matip/M. Suttner/B. Hübner/Roger Bernardo/A. Morales/P. Groß/M. Leckie/M. Hartmann/L. Hinterseer,D. Benaglio/Naldo/Dante/R. Rodríguez/Luiz Gustavo/C. Träsch/D. Caligiuri/J. Guilavogui/A. Schürrle/J. Draxler/B. Dost,0,0,2,5,2,4,1,9,10,17,2,1,41,59
2015/2016,4,Eintracht Frankfurt,Köln,12/09/2015,18:30,L. Hrádecký/M. Russ/M. Hasebe/D. Abraham/B. Oczipka/A. Ignjovski/S. Reinartz/M. Stendera/A. Meier/H. Seferović/L. Castaignos,T. Horn/K. Vogt/P. Olkowski/F. Sørensen/D. Heintz/M. Lehmann/M. Risse/J. Hector/L. Bittencourt/A. Modeste/S. Zoller,6,2,4,2,6,5,3,5,13,14,0,7,54,46
2015/2016,4,Hoffenheim,Werder Bremen,13/09/2015,15:30,O. Baumann/Kim Jin-Su/F. Schär/P. Kadeřábek/N. Süle/E. Polanski/P. Schwegler/S. Zuber/K. Kuranyi/K. Volland/M. Uth,F. Wiedwald/A. Lukimya/T. Gebre Selassie/S. García/J. Vestergaard/U. Garcia/C. Fritz/Z. Junuzović/F. Kroos/A. Jóhannsson/A. Ujah,1,3,7,3,4,3,3,7,13,21,3,5,58,42
2015/2016,4,Schalke 04,Mainz 05,13/09/2015,17:30,R. Fährmann/D. Aogo/Júnior Caiçara/J. Matip/R. Neustädter/J. Geis/L. Goretzka/M. Meyer/K. Huntelaar/E. Choupo-Moting/F. Di Santo,L. Karius/P. Bengtsson/N. Bungert/D. Brosinski/L. Balogun/S. Bell/J. Baumgartlinger/D. Latza/C. Clemens/Y. Mallı/Y. Muto,2,1,5,7,4,2,9,5,17,20,2,1,59,41
2015/2016,5,Mainz 05,Hoffenheim,18/09/2015,20:30,L. Karius/P. Bengtsson/N. Bungert/D. Brosinski/S. Bell/J. Baumgartlinger/C. Clemens/C. Moritz/Y. Mallı/P. De Blasis/Y. Muto,O. Baumann/Kim Jin-Su/F. Schär/P. Kadeřábek/N. Süle/E. Polanski/P. Schwegler/S. Rudy/J. Schmid/E. Vargas/K. Volland,3,1,6,8,3,4,5,4,12,13,3,2,57,43
2015/2016,5,Wolfsburg,Hertha BSC,19/09/2015,15:30,D. Benaglio/Naldo/Dante/M. Schäfer/C. Träsch/D. Caligiuri/J. Guilavogui/A. Schürrle/J. Draxler/N. Bendtner/M. Kruse,T. Kraft/F. Lustenberger/S. Langkamp/M. Plattenhardt/M. Weiser/P. Skjelbred/V. Stocker/G. Haraguchi/V. Darida/T. Ciğerci/V. Ibišević,2,0,7,5,3,4,6,4,16,7,0,2,56,44
2015/2016,5,Hamburger SV,Eintracht Frankfurt,19/09/2015,15:30,J. Drobný/J. Djourou/E. Spahić/D. Diekmeier/M. Ostrzolek/I. Iličević/A. Hunt/G. Kačar/N. Müller/L. Holtby/P. Lasogga,L. Hrádecký/M. Russ/M. Hasebe/D. Abraham/B. Oczipka/A. Ignjovski/S. Reinartz/M. Stendera/A. Meier/H. Seferović/L. Castaignos,0,0,5,11,2,4,8,3,11,19,4,5,54,46
2015/2016,5,Werder Bremen,Ingolstadt,19/09/2015,15:30,F. Wiedwald/A. Lukimya/T. Gebre Selassie/S. García/J. Vestergaard/U. Garcia/C. Fritz/F. Bartels/P. Bargfrede/A. Jóhannsson/A. Ujah,R. Özcan/T. Levels/M. Matip/M. Suttner/B. Hübner/Roger Bernardo/A. Morales/P. Groß/M. Leckie/L. Hinterseer/S. Lex,0,1,8,5,4,4,7,5,23,17,0,2,51,49
2015/2016,5,Köln,Borussia Mönchengladbach,19/09/2015,15:30,T. Horn/K. Vogt/P. Olkowski/F. Sørensen/D. Heintz/M. Lehmann/M. Risse/J. Hector/L. Bittencourt/A. Modeste/Y. Ōsako,Y. Sommer/O. Wendt/R. Brouwers/T. Jantschke/A. Christensen/G. Xhaka/T. Hazard/M. Dahoud/Raffael/I. Traoré/J. Drmic,1,0,2,2,4,2,3,2,8,15,4,1,43,57
2015/2016,5,Darmstadt 98,Bayern Munich,19/09/2015,15:30,C. Mathenia/G. Garics/K. Rausch/F. Holland/A. Sulu/L. Caldirola/P. Niemeyer/M. Heller/T. Kempe/J. Gondorf/D. Stroh-Engel,M. Neuer/Rafinha/J. Boateng/D. Alaba/Juan Bernat/A. Vidal/S. Rode/Douglas Costa/M. Götze/J. Kimmich/K. Coman,0,3,1,5,2,3,2,9,10,8,6,3,24,76
2015/2016,5,Stuttgart,Schalke 04,20/09/2015,15:30,P. Tytoń/F. Klein/E. Insúa/T. Šunjić/T. Baumgartl/C. Gentner/G. Serey Dié/F. Kostić/A. Maxim/D. Ginczek/T. Werner,R. Fährmann/D. Aogo/Júnior Caiçara/J. Matip/R. Neustädter/J. Geis/L. Goretzka/M. Meyer/K. Huntelaar/F. Di Santo/L. Sané,0,1,6,5,10,5,13,5,10,18,2,1,54,46
2015/2016,5,Borussia Dortmund,Bayer Leverkusen,20/09/2015,17:30,R. Bürki/M. Hummels/S. Papastathopoulos/M. Schmelzer/M. Ginter/S. Kagawa/H. Mkhitaryan/İ. Gündoğan/J. Hofmann/J. Weigl/P. Aubameyang,B. Leno/K. Papadopoulos/G. Donati/Wendell/J. Tah/K. Kampl/C. Kramer/H. Çalhanoğlu/S. Kießling/J. Hernández/K. Bellarabi,3,0,3,1,6,2,7,4,9,16,1,3,53,47
2015/2016,5,Augsburg,Hannover 96,20/09/2015,17:30,M. Hitz/P. Verhaegh/R. Klavan/Hong Jeong-Ho/K. Stafylidis/Halil Altıntop/T. Werner/A. Esswein/Koo Ja-Cheol/D. Kohr/T. Matavž,R. Zieler/C. Schulz/Marcelo/M. Albornoz/H. Sakai/O. Sorg/S. Sané/L. Andreasen/H. Kiyotake/E. Prib/A. Sobiech,2,0,7,6,9,5,5,3,12,12,0,3,48,52
2015/2016,6,Bayern Munich,Wolfsburg,22/09/2015,20:00,M. Neuer/P. Lahm/J. Boateng/D. Alaba/Juan Bernat/Xabi Alonso/A. Vidal/Douglas Costa/Thiago Alcântara/M. Götze/T. Müller,D. Benaglio/Naldo/Dante/R. Rodríguez/Luiz Gustavo/C. Träsch/D. Caligiuri/J. Guilavogui/J. Draxler/M. Kruse/B. Dost,5,1,5,1,5,1,3,2,11,12,3,1,61,39
2015/2016,6,Hertha BSC,Köln,22/09/2015,20:00,R. Jarstein/F. Lustenberger/M. Plattenhardt/M. Weiser/N. Stark/S. Kalou/P. Skjelbred/V. Stocker/G. Haraguchi/V. Darida/V. Ibišević,T. Horn/K. Vogt/P. Olkowski/F. Sørensen/D. Heintz/M. Lehmann/M. Risse/J. Hector/L. Bittencourt/A. Modeste/Y. Ōsako,2,0,6,1,5,5,6,4,12,14,0,3,56,44
2015/2016,6,Ingolstadt,Hamburger SV,22/09/2015,20:00,R. Özcan/T. Levels/M. Matip/M. Suttner/B. Hübner/Roger Bernardo/A. Morales/P. Groß/M. Leckie/L. Hinterseer/S. Lex,J. Drobný/J. Djourou/E. Spahić/D. Diekmeier/M. Ostrzolek/I. Iličević/A. Hunt/G. Kačar/N. Müller/L. Holtby/P. Lasogga,0,1,8,5,5,2,7,5,15,16,3,1,51,49
2015/2016,6,Darmstadt 98,Werder Bremen,22/09/2015,20:00,C. Mathenia/G. Garics/K. Rausch/F. Holland/A. Sulu/L. Caldirola/J. Rosenthal/P. Niemeyer/M. Heller/J. Gondorf/S. Wagner,F. Wiedwald/A. Lukimya/T. Gebre Selassie/S. García/J. Vestergaard/Alejandro Gálvez/J. Sternberg/C. Fritz/F. Bartels/A. Jóhannsson/A. Ujah,2,1,5,1,5,4,5,7,20,16,0,1,46,54
2015/2016,6,Schalke 04,Eintracht Frankfurt,23/09/2015,20:00,R. Fährmann/S. Riether/J. Matip/S. Kolašinac/R. Neustädter/M. Höger/J. Geis/L. Goretzka/M. Meyer/K. Huntelaar/E. Choupo-Moting,L. Hrádecký/M. Russ/M. Hasebe/C. Zambrano/B. Oczipka/A. Ignjovski/S. Reinartz/M. Stendera/A. Meier/H. Seferović/L. Castaignos,2,0,5,7,6,5,5,4,9,17,3,1,50,50
2015/2016,6,Bayer Leverkusen,Mainz 05,23/09/2015,20:00,B. Leno/L. Bender/G. Donati/Wendell/André Ramalho/J. Tah/K. Kampl/C. Kramer/H. Çalhanoğlu/J. Hernández/K. Bellarabi,L. Karius/P. Bengtsson/N. Bungert/D. Brosinski/S. Bell/J. Baumgartlinger/C. Clemens/C. Moritz/Y. Mallı/P. De Blasis/Y. Muto,1,0,11,3,4,2,4,1,17,13,3,0,61,39
2015/2016,6,Borussia Mönchengladbach,Augsburg,23/09/2015,20:00,Y. Sommer/O. Wendt/Álvaro Domínguez/J. Korb/A. Christensen/F. Johnson/L. Stindl/G. Xhaka/M. Dahoud/Raffael/P. Herrmann,M. Hitz/P. Verhaegh/R. Klavan/Hong Jeong-Ho/K. Stafylidis/D. Baier/A. Esswein/Koo Ja-Cheol/D. Kohr/T. Matavž/Ji Dong-Won,4,2,6,2,8,2,5,2,18,21,3,1,45,55
2015/2016,6,Hannover 96,Stuttgart,23/09/2015,20:00,R. Zieler/C. Schulz/Marcelo/M. Albornoz/H. Sakai/O. Sorg/S. Sané/L. Andreasen/H. Kiyotake/A. Sobiech/K. Karaman,P. Tytoń/F. Klein/E. Insúa/T. Šunjić/T. Baumgartl/C. Gentner/G. Serey Dié/D. Didavi/F. Kostić/D. Ginczek/T. Werner,1,3,3,7,2,9,4,6,15,16,3,5,50,50
